#Note - the user should implement his/her own light-curve quality cuts, and calculate his/her own mu values.  

Update 1a:  High-z HST SN distances were given here with a different format.  These have been removed. 
Update 1b: Small changes to the peculiar velocities were made from Hudson from 2M++ data.  These have <0.1% impact on H0.
Update 2: Small fix of output of DEC position of handful of CfA4 SNe.
Update 2b: Fixed the small fix of output of DEC position of handful of CfA4 SNe. 9/25/16
Update 3: Cut out id=15 as not used in Riess 2016
User note: This list does not have duplicate SNe removed - most of the SNe have the same name, but a handful of SDSS that have duplicates don't: (sdss=['16314','16392','16333','14318','17186','17784','7876’],truname=['2006oa','2006ob','2006on','2006py','2007hx','2007jg','2005ir’]).
User note: Intrinsic scatter and distance scatter due to redshift error is not included here. 11/14/2016

NVAR: 41 
VARNAMES: CID CIDint IDSURVEY TYPE FIELD zHD zHDERR z zERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB RA DECL TGAPMAX MU MUERR MUERR_NOSIGMB MURES MUPULL sbar cbar ERRCODE 
SN: 18965 18965 1 120 82N 0.20453 0.00001 0.20587 0.00001 10.6300 0.1100 26.4568 19.7125 13.5327 54395.355 0.189 -6.20859e-01 0.2310 -1.11556e-01 3.50844e-02 20.4150768082 3.89708e-02 0.000122455166784 4.36115e-06 8.93666e-04 -4.07837e-07 -1.02307e-07 44 52.2274 0.1847 13.509174 1.068910 1.068910   40.0011  0.0948  0.0948 -0.024 -0.255 -0.597 -0.119 0 
SN: 19002 19002 1 120 82N 0.27010 0.00001 0.27100 0.00001 10.7160 8.00000e-02 21.2506 14.8308 11.1251 54393.188 0.290 0.3307 0.3235 -1.03548e-01 3.74807e-02 20.9014365395 4.86064e-02 7.82415586231e-05 3.47263e-06 1.33000e-03 -4.46993e-07 -7.45285e-08 39 24.9074 0.9612 42.615253 -0.551258 -0.551258   40.5959  0.1097  0.1097 -0.105 -0.955  0.478 -0.131 0 
SN: 19023 19023 1 120 82N+82S 0.24185 0.00001 0.24300 0.00001 -9 -9 20.0713 17.7644 16.1693 54389.875 0.293 1.3579 0.2839 -1.33383e-01 3.54902e-02 20.4713775312 7.54089e-02 0.000116264367236 7.52980e-06 4.99128e-04 -4.20136e-07 -1.81034e-07 67 78.0576 0.1675 -52.883087 0.006215 0.006215   40.4022  0.0939  0.0939 -0.029 -0.307  1.404 -0.141 0 
SN: 19027 19027 1 120 82S 0.29114 0.00001 0.29263 0.00001 9.5920 0.1270 12.8741 12.4173 8.5534 54386.586 0.632 0.5484 0.5636 -6.53979e-03 4.86623e-02 21.1240083064 6.94667e-02 6.37356547825e-05 4.33038e-06 4.15250e-03 -1.02465e-06 -1.16611e-07 50 53.6551 0.3360 -31.115875 -0.372037 -0.372037   40.5483  0.1529  0.1529 -0.344 -2.248  1.272 -0.077 0 
SN: 19067 19067 1 119 82S 0.35346 0.00001 0.35500 0.00001 -9 -9 10.8844 9.6248 6.4730 54387.008 0.879 0.6087 0.7869 -7.36095e-02 5.13780e-02 21.4883978565 6.37505e-02 4.55670774269e-05 2.72711e-06 9.31354e-03 -1.31302e-06 -4.86727e-08 51 54.6596 0.3373 -34.371948 0.984542 0.984542   41.1290  0.1876  0.1876 -0.250 -1.331  1.244 -0.114 0 
SN: 19128 19128 1 120 82S 0.28543 0.00001 0.28700 0.00001 -9 -9 15.0257 12.8629 8.2740 54387.043 0.655 1.3481 0.6095 -6.74285e-02 4.38371e-02 21.2220207052 4.94091e-02 5.82341326842e-05 2.47781e-06 4.43250e-03 -8.34561e-07 -5.37114e-08 40 21.8021 0.9915 -5.796295 -0.782336 -0.782336   40.9470  0.1489  0.1489  0.104  0.695  1.100 -0.047 0 
SN: 19149 19149 1 120 82S 0.21023 0.00001 0.21131 0.00001 9.6120 8.80000e-02 31.9189 31.9097 20.4543 54398.914 0.165 1.0335 0.1970 1.03899e-02 2.99968e-02 20.1127916923 3.68826e-02 0.000161757272949 5.56616e-06 1.29431e-03 -4.83295e-07 -1.31412e-07 39 63.0218 8.76138e-03 31.459896 -0.331950 -0.331950   39.5525  0.0716  0.0716 -0.537 -7.512  1.523 -0.171 64 
SN: 19155 19155 1 120 82S 0.07664 0.00001 0.07760 0.00001 10.7860 3.90000e-02 120.6326 108.5696 63.8580 54399.656 0.070 1.2326 0.1056 -9.93859e-02 2.11091e-02 17.9358911 3.02875e-02 0.00120133543575 3.31337e-05 3.74401e-04 -1.08445e-06 -5.34413e-07 55 124.8946 2.36078e-07 31.266436 0.174465 0.174465   37.7437  0.0485  0.0485  0.012  0.254  1.225 -0.095 64 
SN: 19230 19230 1 120 82N 0.21955 0.00001 0.22100 0.00001 10.5160 0.1020 16.6595 11.6277 11.1402 54390.457 0.435 -1.64838e+00 0.4590 7.46247e-02 4.51508e-02 21.1046178023 5.49474e-02 6.48853618995e-05 3.69022e-06 3.81703e-03 -7.56803e-07 -1.05918e-07 39 30.5733 0.8305 -27.109070 0.764653 0.764653   39.9697  0.1295  0.1295 -0.228 -1.764 -1.233  0.020 0 
SN: 19282 19282 1 120 82N 0.17558 0.00001 0.17700 0.00001 -9 -9 47.1905 35.0043 23.0642 54397.438 0.168 1.2372 0.2424 -3.64071e-02 2.44793e-02 19.993239676 3.52212e-02 0.000180593788763 5.79939e-06 9.57544e-04 -5.96795e-07 -1.00280e-07 50 46.5515 0.6126 -0.927887 -0.505939 -0.505939   39.6065  0.0675  0.0675 -0.054 -0.795  1.344 -0.050 0 
SN: 19341 19341 1 120 82N 0.23542 0.00001 0.23676 0.00001 11.0150 8.30000e-02 15.4548 12.5783 9.2175 54393.281 0.326 -1.53428e+00 0.3774 1.79625e-02 4.40784e-02 21.2462132585 5.01843e-02 5.69527966005e-05 2.90055e-06 1.70532e-03 -4.97719e-07 -7.33449e-08 37 18.7199 0.9963 15.860184 0.331290 0.331290   40.3029  0.1305  0.1305 -0.064 -0.491 -1.442  0.001 0 
SN: 19353 19353 1 120 82N 0.15325 0.00001 0.15406 0.00001 11.0040 5.90000e-02 33.9088 32.8782 21.6783 54398.633 0.139 0.9228 0.2108 3.62104e-02 2.72876e-02 19.9446198623 5.02540e-02 0.000188860999256 8.98103e-06 1.30339e-03 -5.91386e-07 -1.81423e-07 50 49.6308 0.4881 43.114319 0.251769 0.251769   39.2888  0.0636  0.0636 -0.039 -0.621  0.979  0.025 0 
SN: 19425 19425 1 119 82S 0.21005 0.00001 0.21140 0.00001 10.6360 0.1050 9.2936 8.2235 7.3462 54392.879 0.424 -1.59337e+00 0.4847 0.1272 5.78648e-02 21.5025507231 7.41829e-02 4.49775781249e-05 3.59648e-06 8.88068e-03 -9.96767e-07 -1.51295e-07 38 20.7156 0.9899 -36.491333 -0.740581 -0.740581   40.2123  0.1439  0.1439  0.122  0.851 -1.766  0.159 0 
SN: 19596 19596 1 120 82N 0.29135 0.00001 0.29200 0.00001 9.9590 0.1610 14.6105 9.7875 6.9821 54396.523 0.448 0.6522 0.5206 -5.33421e-02 4.74029e-02 21.2618281721 6.92786e-02 5.6141394408e-05 3.66150e-06 4.40382e-03 -9.17307e-07 -8.94718e-08 50 28.3353 0.9958 53.884254 0.703307 0.703307   40.8456  0.1495  0.1495 -0.041 -0.274  0.732 -0.062 0 
SN: 19632 19632 1 120 82S 0.31376 0.00001 0.31475 0.00001 11.1130 0.1080 8.9877 7.9382 6.7707 54396.707 0.452 0.1416 0.5535 -5.87196e-02 5.29414e-02 21.5726222757 6.49797e-02 4.21634015734e-05 2.65472e-06 8.18473e-03 -1.05302e-06 -6.32988e-08 59 49.0615 0.8185 40.286358 0.144365 0.144365   41.1017  0.1673  0.1673  0.027  0.161  0.101 -0.053 0 
SN: 19775 19775 1 120 82N 0.13687 0.00001 0.13809 0.00001 10.4860 0.1040 37.4220 31.0033 19.0187 54404.422 0.188 -2.19035e-01 0.2049 8.91033e-02 3.05365e-02 20.0236991618 5.74244e-02 0.000175596519334 9.75853e-06 1.01402e-03 -3.34700e-07 -2.21980e-07 44 32.0125 0.9105 -41.044006 0.651202 0.651202   39.0440  0.0679  0.0679 -0.025 -0.365 -0.192  0.081 0 
SN: 19794 19794 1 120 82N 0.29567 0.00001 0.29724 0.00001 11.3670 0.1080 8.1857 7.3963 4.9489 54396.152 0.485 -2.39727e+00 0.6990 4.34421e-02 7.40500e-02 22.2019911388 7.90728e-02 2.36156986916e-05 2.21887e-06 9.65404e-03 -8.76735e-07 -7.28998e-08 48 33.8104 0.9516 -0.681030 0.249229 0.249229   41.0589  0.2341  0.2341  0.128  0.546 -2.579  0.072 0 
SN: 19818 19818 1 120 82S 0.30394 0.00001 0.30503 0.00001 10.1540 0.1030 12.8703 11.4687 8.9737 54402.266 0.427 1.1480 0.5711 -3.28377e-02 4.61310e-02 21.1777538343 6.04135e-02 6.06596693147e-05 3.32805e-06 8.78836e-03 -1.43105e-06 -8.67747e-08 55 51.1631 0.6220 35.266663 0.496336 0.496336   40.7674  0.1425  0.1425 -0.228 -1.603  1.646 -0.076 0 
SN: 19899 19899 1 120 82S 0.09007 0.00001 0.09140 0.00001 8.7950 8.70000e-02 98.6989 83.5154 60.3071 54418.762 0.161 0.2909 0.1922 -1.44123e-01 2.25270e-02 18.1817133836 4.45890e-02 0.000957883310704 3.90598e-05 9.80126e-04 -1.08776e-06 -6.63074e-07 19 27.0145 0.1043 -18.507812 -0.648815 -0.648815   37.9964  0.0489  0.0489 -0.110 -2.242  0.447 -0.176 0 
SN: 19913 19913 1 120 82S 0.20557 0.00001 0.20700 0.00001 10.0510 8.70000e-02 26.4498 20.4500 14.0452 54406.141 0.358 8.57563e-02 0.3455 -6.45594e-02 3.63208e-02 20.5467223778 5.50131e-02 0.000108472398013 5.62755e-06 2.15807e-03 -4.86231e-07 -1.42267e-07 27 22.0926 0.7327 -26.237579 -0.341337 -0.341337   40.0860  0.0941  0.0941  0.047  0.504  0.008 -0.052 0 
SN: 19953 19953 1 120 82S 0.12190 0.00001 0.12323 0.00001 9.6710 6.30000e-02 77.5460 63.8606 32.8858 54415.145 0.158 0.6986 0.1856 -1.29011e-01 2.17700e-02 18.8974439452 3.77306e-02 0.000495486248174 1.70305e-05 9.05118e-04 -4.43318e-07 -2.71675e-07 31 33.9978 0.3252 -27.069550 0.579057 0.579057   38.7223  0.0492  0.0492 -0.079 -1.597  0.797 -0.154 0 
SN: 19969 19969 1 120 82S 0.17428 0.00001 0.17532 0.00001 10.3670 6.20000e-02 33.9076 32.8827 20.4474 54409.051 0.205 5.82718e-02 0.2542 1.80962e-02 2.67516e-02 20.2565604484 3.48694e-02 0.000141696655455 4.70779e-06 1.22086e-03 -3.20076e-07 -9.51454e-08 41 32.4310 0.8281 31.910402 -0.324077 -0.324077   39.5358  0.0675  0.0675 -0.101 -1.503  0.232 -0.012 0 
SN: 19990 19990 1 120 82S 0.24883 0.00001 0.24988 0.00001 10.6280 0.1540 15.9046 14.4219 7.9968 54403.379 0.314 -1.30277e+00 0.3469 -9.52376e-02 4.62144e-02 21.0977827081 5.15173e-02 6.52978967886e-05 3.14968e-06 5.06632e-03 -6.16157e-07 -9.28903e-08 41 24.8950 0.9777 34.806248 -0.384901 -0.384901   40.5378  0.1205  0.1205  0.038  0.315 -1.332 -0.084 0 
SN: 20039 20039 1 120 82S 0.24558 0.00001 0.24700 0.00001 11.4280 0.1330 18.6725 14.4200 10.9155 54408.082 0.537 0.8083 0.5090 6.01380e-02 4.24056e-02 21.1385200853 4.60225e-02 6.28934504645e-05 2.80477e-06 6.25689e-03 -7.66516e-07 -8.06232e-08 23 22.5018 0.4902 9.878477 1.024249 1.024249   40.3924  0.1198  0.1198 -0.079 -0.658  0.976  0.042 0 
SN: 20084 20084 1 120 82N 0.13833 0.00001 0.13973 0.00001 9.1910 9.60000e-02 28.5510 27.1189 16.4174 54407.180 0.257 6.74800e-02 0.2862 0.1414 3.02946e-02 20.3077694052 4.49921e-02 0.000135180074875 5.90992e-06 1.75616e-03 -3.56102e-07 -1.35742e-07 32 36.8088 0.2560 -12.024872 -0.578173 -0.578173   39.2060  0.0721  0.0721  0.109  1.516 -0.117  0.173 0 
SN: 20088 20088 1 120 82N+82S 0.24315 0.00001 0.24453 0.00001 11.3830 9.80000e-02 24.6500 20.0766 10.8098 54407.801 0.231 -2.04092e-01 0.2149 -1.58081e-01 3.25079e-02 20.5973538559 3.35123e-02 0.000103532151763 3.06377e-06 5.91041e-04 -1.68901e-07 -6.75140e-08 60 76.2708 7.65593e-02 13.205108 0.631369 0.631369   40.3860  0.0877  0.0877 -0.060 -0.689 -0.153 -0.178 0 
SN: 20111 20111 1 120 82N 0.24267 0.00001 0.24419 0.00001 10.9340 0.1190 15.4567 14.8225 9.2001 54410.055 0.513 -2.51192e-02 0.6144 9.55050e-03 4.53474e-02 21.182116349 4.94235e-02 6.04179175568e-05 2.93186e-06 6.99206e-03 -8.53126e-07 -7.82946e-08 24 22.2118 0.5666 -5.605743 0.248022 0.248022   40.4761  0.1394  0.1394  0.033  0.238 -0.102  0.016 0 
SN: 20142 20142 1 120 82N 0.31468 0.00001 0.31600 0.00001 9.3650 0.1300 19.3475 16.1591 12.2666 54412.371 0.459 1.2841 0.6429 -9.50036e-02 3.88989e-02 20.914715146 4.67278e-02 7.72866141528e-05 3.04411e-06 5.30576e-03 -1.19674e-06 -6.15815e-08 40 27.1971 0.9387 23.008169 -0.429809 -0.429809   40.7162  0.1386  0.1386 -0.368 -2.659  2.405 -0.154 0 
SN: 20227 20227 1 120 82N 0.27573 0.00001 0.27730 0.00001 11.0460 0.1490 14.4238 12.5636 7.9022 54408.473 0.545 -1.21109e+00 0.5566 -1.44225e-01 4.67378e-02 21.1842475548 4.70729e-02 6.02961754551e-05 2.53725e-06 4.59299e-03 -5.35932e-07 -5.39213e-08 32 21.0397 0.9469 -10.880096 -0.098585 -0.098585   40.7890  0.1478  0.1478  0.031  0.211 -1.264 -0.137 0 
SN: 20245 20245 1 120 82N 0.30041 0.00001 0.30200 0.00001 11.7400 8.40000e-02 10.2597 9.7937 7.6750 54411.898 0.626 -5.66950e-01 0.9222 4.19617e-02 5.43213e-02 21.5505521833 7.16673e-02 4.3031412242e-05 3.36120e-06 1.74399e-02 -1.87684e-06 -1.03607e-07 35 21.2676 0.9672 -18.294586 0.756184 0.756184   40.6683  0.1847  0.1847 -0.303 -1.638  0.433  0.006 0 
SN: 20364 20364 1 120 82N 0.21728 0.00001 0.21846 0.00001 10.3890 7.90000e-02 22.1240 15.2533 11.8809 54419.906 0.883 0.4809 0.8233 2.40622e-02 4.13482e-02 20.8597779387 4.55429e-02 8.13018256659e-05 3.57181e-06 1.11270e-02 -1.35364e-06 -9.71169e-08 24 18.6616 0.7698 25.756557 -0.945527 -0.945527   40.1797  0.1391  0.1391  0.010  0.070  0.446  0.025 0 
SN: 20470 20470 1 120 82S 0.12440 0.00001 0.12500 0.00001 9.9220 8.30000e-02 40.1974 31.9167 20.0729 54419.219 0.083 0.6604 0.2022 3.67243e-02 2.97764e-02 19.680786118 6.99883e-02 0.000240816502947 1.61427e-05 1.57630e-03 -5.16143e-07 -3.72186e-07 28 43.7738 3.85536e-02 52.604786 1.009386 1.009386   38.9866  0.0591  0.0591  0.152  2.574  0.524  0.073 0 
SN: 20581 20581 1 120 82S 0.20335 0.00001 0.20481 0.00001 9.9030 4.80000e-02 31.9109 22.5889 13.5200 54416.953 0.412 -4.23704e-01 0.4550 -1.23570e-01 3.47262e-02 20.3061582244 5.06440e-02 0.000135372658587 6.26391e-06 3.65150e-03 -6.42438e-07 -1.47690e-07 19 20.5824 0.3603 -22.297028 0.010668 0.010668   39.9571  0.0954  0.0954 -0.056 -0.584 -0.281 -0.136 0 
SN: 20687 20687 1 120 82N 0.19025 0.00001 0.19154 0.00001 10.9760 6.40000e-02 17.7677 16.9250 11.5037 54420.988 0.795 -6.47719e-01 0.7404 0.1424 4.58142e-02 20.9076704332 4.86232e-02 7.7790906709e-05 3.82364e-06 1.11061e-02 -7.02876e-07 -1.03435e-07 27 34.8875 0.1732 16.718008 1.153992 1.153992   39.7027  0.1339  0.1339 -0.148 -1.103 -0.215  0.113 0 
SN: 21006 21006 1 120 82S 0.29021 0.00001 0.29100 0.00001 -9 -9 18.6672 15.9129 10.7866 54415.164 0.558 -9.21769e-02 0.8062 -1.29574e-01 4.04879e-02 21.0233084018 5.28944e-02 6.99319871774e-05 3.34277e-06 8.08357e-03 -1.14976e-06 -7.69503e-08 36 31.8020 0.6686 47.941662 0.091834 0.091834   40.7393  0.1475  0.1475 -0.139 -0.941  0.447 -0.147 0 
SN: 21033 21033 1 120 82N 0.22786 0.00001 0.22900 0.00001 -9 -9 24.0938 16.4196 11.7579 54421.117 0.603 -7.36594e-01 0.5578 -8.86924e-02 4.11009e-02 20.7161391916 4.22807e-02 9.28031744111e-05 3.65124e-06 5.28818e-03 -3.90611e-07 -8.19479e-08 19 23.9619 0.1976 28.813589 0.643017 0.643017   40.2151  0.1221  0.1221 -0.070 -0.574 -0.585 -0.106 0 
SN: 21042 21042 1 120 82N 0.31065 0.00001 0.31200 0.00001 9.3740 6.20000e-02 15.4592 10.5815 7.0279 54423.473 0.278 1.2798 0.6018 -1.03743e-01 5.02943e-02 20.9860570537 6.82061e-02 7.23748741817e-05 4.18699e-06 6.68458e-03 -1.48777e-06 -7.94667e-08 25 41.2032 2.18526e-02 -44.988525 0.827549 0.827549   40.8140  0.1685  0.1685 -0.239 -1.416  1.721 -0.152 0 
SN: 21062 21062 1 120 82N 0.13729 0.00001 0.13864 0.00001 9.3210 8.10000e-02 30.1402 23.5802 16.1691 54425.516 0.285 0.7457 0.3473 1.63107e-02 2.85091e-02 20.0846269702 4.19873e-02 0.000166016756174 6.57084e-06 2.98182e-03 -5.73748e-07 -1.33907e-07 27 40.6385 4.45990e-02 -26.568512 0.396202 0.396202   39.4656  0.0711  0.0711  0.387  5.450 -0.125  0.110 0 
SN: 21502 21502 1 120 82N 0.08784 0.00001 0.08916 0.00001 11.2780 9.20000e-02 57.1397 43.4238 38.7654 54427.309 0.207 -2.80613e-01 0.2420 -5.12596e-02 2.37128e-02 18.5461712133 3.91380e-02 0.000684761315717 2.49697e-05 9.69743e-04 -1.36322e-06 -4.24449e-07 16 18.5237 0.2941 -6.400299 -0.890405 -0.890405   37.9929  0.0609  0.0609 -0.056 -0.919 -0.167 -0.066 0 
SN: 21669 21669 1 120 82S 0.12281 0.00001 0.12407 0.00001 11.8180 9.60000e-02 40.2041 30.1486 22.1377 54433.602 0.853 2.0854 1.3576 1.10103e-02 4.44749e-02 19.0826837006 0.1070 0.000417750980145 3.87142e-05 3.94037e-02 -4.45049e-05 -1.21189e-06 12 4.4484 0.9854 11.614111 -1.062313 -1.062313   38.6677  0.2096  0.2096 -0.149 -0.711  2.946  0.020 0 
SN: 722 722 1 120 82N 0.08504 0.00001 0.08634 0.00001 10.9690 5.60000e-02 49.3439 38.7686 29.3282 53610.887 0.678 -4.77390e-01 0.1869 -8.60522e-02 3.48027e-02 18.4257626412 6.98767e-02 0.000765093973245 4.99618e-05 1.49972e-03 -2.66933e-06 -1.50931e-06 32 25.0829 0.8027 0.705660 0.751163 0.751163   37.9528  0.0619  0.0619 -0.022 -0.358 -0.453 -0.095 0 
SN: 762 762 1 120 82N 0.19009 0.00001 0.19138 0.00001 11.2360 7.50000e-02 30.9986 24.6498 17.4731 53625.156 0.300 1.1271 0.2737 -3.89644e-02 2.87495e-02 20.3317583864 3.80171e-02 0.000132219470764 4.59957e-06 7.31722e-04 -4.67750e-07 -8.79264e-08 56 46.8664 0.8286 15.535184 -0.879069 -0.879069   39.9375  0.0825  0.0825  0.089  1.080  0.971 -0.017 0 
SN: 774 774 1 120 82N 0.09227 0.00001 0.09333 0.00001 10.8160 0.1010 38.7701 31.9239 28.5511 53609.355 0.191 0.6442 0.1617 -2.12211e-02 2.58893e-02 18.6682620024 4.06236e-02 0.000611935451082 2.32581e-05 4.74675e-04 -1.63663e-06 -4.64614e-07 31 36.8097 0.2178 25.463366 -0.876441 -0.876441   38.1514  0.0628  0.0628 -0.003 -0.047  0.650 -0.022 0 
SN: 1032 1032 1 120 82N 0.12903 0.00001 0.12976 0.00001 10.6810 6.70000e-02 24.6601 23.5850 14.4462 53626.535 0.209 -2.53850e+00 0.2045 4.09390e-02 3.86504e-02 20.0797063801 5.84521e-02 0.000166763395214 9.39987e-06 1.03253e-03 -4.64537e-07 -2.63999e-07 52 38.4989 0.9182 46.795647 1.119518 1.119518   38.9246  0.0906  0.0906  0.002  0.027 -2.539  0.041 0 
SN: 1253 1253 1 120 82S 0.26166 0.00001 0.26307 0.00001 11.1530 9.30000e-02 15.9185 15.2503 10.9010 53634.316 0.443 -9.30609e-01 0.4754 -1.24970e-01 4.89104e-02 20.9123269628 5.81536e-02 7.74586546441e-05 4.12834e-06 3.22133e-03 -8.30595e-07 -1.01787e-07 39 21.4274 0.9900 -36.201050 0.163047 0.163047   40.4966  0.1496  0.1496 -0.130 -0.871 -0.735 -0.158 0 
SN: 2017 2017 1 120 82S 0.26162 0.00001 0.26309 0.00001 10.5470 7.60000e-02 13.6956 13.1989 8.3372 53636.012 0.571 1.4253 0.5720 -1.09613e-01 4.94430e-02 20.9100823207 6.40992e-02 7.76163089435e-05 4.22238e-06 -1.33321e-04 -1.22546e-06 -9.15930e-08 43 30.0390 0.9463 -31.056732 0.593433 0.593433   40.7766  0.1743  0.1743  0.149  0.858  1.116 -0.079 0 
SN: 2246 2246 1 120 82N 0.19422 0.00001 0.19490 0.00001 10.7980 9.90000e-02 18.3561 15.0204 12.5826 53634.250 0.248 0.3334 0.3628 6.90036e-02 3.58845e-02 20.7465227638 5.30562e-02 9.02364186425e-05 4.67969e-06 2.05490e-03 -6.85585e-07 -1.16721e-07 71 53.8469 0.9355 50.090313 -0.885643 -0.885643   39.9065  0.0997  0.0997  0.014  0.140  0.307  0.072 0 
SN: 2308 2308 1 120 82N 0.14703 0.00001 0.14800 0.00001 -9 -9 49.3421 43.4153 26.4578 53630.590 0.141 0.6713 0.1253 -1.77507e-01 2.17049e-02 19.2733456108 3.19502e-02 0.000350490992656 9.96805e-06 9.58734e-05 -3.16561e-07 -1.50997e-07 62 69.6436 0.2359 34.272732 0.280200 0.280200   39.2447  0.0555  0.0555  0.012  0.213  0.661 -0.174 0 
SN: 2330 2330 1 120 82N 0.21179 0.00001 0.21320 0.00001 9.8720 9.90000e-02 10.4717 9.9747 7.2377 53635.449 0.501 -1.86228e+00 0.5845 4.06187e-02 5.74237e-02 21.5771106527 6.19361e-02 4.19891114491e-05 2.65831e-06 5.38043e-03 -7.49103e-07 -9.27985e-08 41 19.0142 0.9987 6.806993 1.120532 1.120532   40.5177  0.1703  0.1703  0.407  2.392 -2.570  0.140 0 
SN: 2372 2372 1 120 82N 0.17958 0.00001 0.18046 0.00001 10.5970 7.20000e-02 27.8133 27.8119 18.6831 53636.773 0.229 0.3127 0.2154 2.81109e-02 2.76222e-02 20.3122959888 3.61945e-02 0.00013461217404 4.65178e-06 3.16881e-04 -2.97800e-07 -9.46723e-08 70 63.4642 0.6963 40.520649 -0.540883 -0.540883   39.5961  0.0729  0.0729 -0.111 -1.518  0.479 -0.005 0 
SN: 2440 2440 1 120 82N 0.19029 0.00001 0.19114 0.00001 10.3250 7.10000e-02 23.5789 22.1245 12.5810 53634.992 0.343 0.4245 0.2948 -8.27679e-02 2.91287e-02 20.3592872705 4.37418e-02 0.000128913671078 5.22593e-06 8.62394e-04 -5.46899e-07 -9.76786e-08 66 39.7463 0.9957 42.633587 0.807735 0.807735   40.0024  0.0851  0.0851  0.157  1.846  0.121 -0.046 0 
SN: 2533 2533 1 120 82S 0.33880 0.00001 0.34000 0.00001 9.7550 0.1880 10.5851 9.8052 6.9971 53640.387 0.650 1.7793 0.7131 -7.94833e-02 5.20608e-02 21.3162436848 6.90927e-02 5.33935808611e-05 2.96419e-06 7.50066e-03 -1.56611e-06 -5.74266e-08 63 40.9666 0.9889 31.220629 -0.326551 -0.326551   41.1390  0.1866  0.1866 -0.130 -0.699  2.081 -0.103 0 
SN: 2561 2561 1 120 82S 0.11741 0.00001 0.11813 0.00001 10.7650 3.30000e-02 43.4161 41.7473 25.8298 53639.246 0.141 -8.81699e-02 0.1147 3.57448e-02 2.54847e-02 19.5113393753 5.10934e-02 0.000281492602239 1.36214e-05 1.58615e-04 -1.46635e-07 -2.64361e-07 74 53.3905 0.9661 46.343353 0.858291 0.858291   38.7154  0.0544  0.0544  0.013  0.248 -0.096  0.040 0 
SN: 2789 2789 1 120 82N 0.28890 0.00001 0.29048 0.00001 11.2240 0.1600 11.5934 10.5048 6.7900 53636.297 0.516 -7.57885e-01 0.5496 -1.12526e-01 5.50531e-02 21.2705198106 6.37722e-02 5.56931573037e-05 3.30654e-06 6.31788e-03 -1.04751e-06 -9.04119e-08 60 58.3179 0.5374 -15.798584 0.401018 0.401018   40.8404  0.1688  0.1688 -0.033 -0.197 -0.706 -0.121 0 
SN: 2943 2943 1 120 82S 0.26405 0.00001 0.26540 0.00001 -9 -9 16.4076 14.2408 9.7174 53640.559 0.543 0.5807 0.4381 -2.86634e-02 4.68171e-02 21.1034940608 4.72574e-02 6.49546554394e-05 2.90482e-06 -1.09914e-04 -4.73681e-07 -6.28489e-08 38 32.6531 0.7147 17.704910 1.007835 1.007835   40.6008  0.1516  0.1516 -0.048 -0.317  0.656 -0.041 0 
SN: 3199 3199 1 120 82N+82S 0.24961 0.00001 0.25110 0.00001 -9 -9 16.3890 15.4581 8.2667 53647.348 0.385 1.6401 0.3779 1.00006e-02 8.93448e-03 21.1872671251 4.09248e-02 6.01322837479e-05 2.13191e-06 9.23293e-05 -4.78896e-07 -2.82823e-09 85 64.2404 0.9547 -26.707428 1.050478 1.050478   40.7130  0.0841  0.0841  0.201  2.393  0.838  0.015 0 
SN: 3452 3452 1 120 82N 0.22967 0.00001 0.23114 0.00001 9.2300 8.20000e-02 30.1301 21.6774 13.0358 53648.492 0.274 0.9092 0.2735 -9.57493e-02 3.66448e-02 20.4912837871 4.90248e-02 0.00011415753323 5.06745e-06 1.24133e-03 -5.77533e-07 -1.18670e-07 44 37.8058 0.7331 -25.328613 0.639063 0.639063   40.2425  0.1008  0.1008 -0.065 -0.649  0.989 -0.115 0 
SN: 3592 3592 1 120 82N 0.08543 0.00001 0.08658 0.00001 10.7400 5.70000e-02 98.6990 77.5465 54.2769 53645.062 0.063 -1.40745e-01 7.17848e-02 -3.79781e-02 2.05089e-02 18.4922941063 3.09822e-02 0.000719564966906 2.07065e-05 6.92724e-05 -2.89137e-07 -3.25221e-07 58 53.2578 0.6519 19.052397 0.791833 0.791833   37.9175  0.0462  0.0462 -0.064 -1.380 -0.112 -0.062 0 
SN: 3901 3901 1 120 82N+82S 0.06212261691689491 0.00001 0.06286 0.00001 9.7820 1.50000e-02 180.9541 135.7126 108.5702 53657.082 0.093 1.1596 7.78118e-02 4.29352e-02 1.68847e-02 17.7792837684 2.36972e-02 0.00138771020654 3.07704e-05 -1.10953e-04 -2.61218e-07 -3.56726e-07 70 148.3041 1.47319e-07 14.850386 0.002523 0.002523   37.1357  0.0431  0.0431 -0.116 -2.686  1.247  0.004 64 
SN: 4000 4000 1 120 82S 0.27656 0.00001 0.27770 0.00001 10.9190 7.20000e-02 10.4764 9.2061 5.9887 53643.004 0.799 -1.08217e+00 0.6070 -1.17711e-02 6.49388e-02 21.7044850592 6.79105e-02 3.73439454807e-05 2.60831e-06 6.03650e-03 -8.32621e-07 -7.32760e-08 60 46.9640 0.8901 31.015886 -0.365931 -0.365931   40.9166  0.2045  0.2045  0.155  0.759 -1.292  0.025 0 
